x,y,z,GPS_t,linear_acc_x,linear_acc_y,linear_acc_z,angular_vel_x,angular_vel_y,angular_vel_z,IMU_t
0.0,0.0,0.0,1678123076.5524979,1.7717092285156248,-0.584185205078125,7.864952453613281,0.029960562263391426,-0.05645901510967985,0.008655273542757524,1678123076.5514102
0.0,0.0,0.0,1678123076.652383,2.437297290039062,-0.8044517578125,10.060435375976562,0.03648530693408556,-0.03289003946247859,-0.010253170196805066,1678123076.5614886
0.0,0.0,0.0,1678123076.7524145,3.066972326660156,1.4891934326171874,7.340622290039062,0.051265850984025335,-0.02157160482964183,-0.042876893550275734,1678123076.571274
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123076.8694322,2.5641899780273434,-1.4820108276367188,7.747636572265624,0.03874899386065292,-0.005459480234662438,0.03209109113545482,1678123076.5814142
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123076.9525406,1.1444283935546875,-0.18435352783203124,7.611167077636718,0.03795004553362914,0.002663161090079238,-0.008921589651765448,1678123076.5912704
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.052384,0.6512228515624999,0.3184288208007812,8.542511523437499,0.0709732430506117,0.01597896654047543,0.0021305288720633903,1678123076.6013088
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.152316,0.38786066894531246,0.21068974609375,8.008604553222655,0.034088461953014244,0.0031957933080950856,-0.04554005464035497,1678123076.6115775
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.2532852,-1.0438719238281249,0.16280571289062498,10.002974536132811,0.04767058351241837,-0.008255799379245638,-0.0035952674716069714,1678123076.621306
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.3541024,-2.070984436035156,-2.04943662109375,10.103531005859374,0.039414784133172724,-0.029827404208887465,0.06844324001503642,1678123076.6313338
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.4525282,-1.0917559570312498,-1.158793603515625,10.496180078124999,0.034354778062022175,-0.03874899386065292,0.03475425222553406,1678123076.6431522
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.5526898,0.5003881469726562,-1.7860744384765623,10.036493359375,0.06444849837991756,-0.0537958540196006,-0.03382214584400632,1678123076.6513882
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.65249,0.9097966308593749,-2.4875755249023435,10.146626635742187,0.05552690872815212,-0.05925533425426305,0.028229507554839925,1678123076.6615953
1.3421112940413877,0.14683626778423786,0.053691343404352665,1678123077.7527177,2.0470424194335934,-0.239420166015625,12.243947290039062,0.09667274756987634,-0.05273058958356891,-0.004793689962142629,1678123076.6713035
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123077.8700528,4.608838195800781,0.507570751953125,9.253589416503905,0.09081379317170202,-0.030759510590415203,-0.045939528803866855,1678123076.681495
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123077.952115,2.85388837890625,-0.086191259765625,11.710040319824218,0.06844324001503642,-0.0073236929977179045,-0.024101607865217107,1678123076.6913075
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.053109,5.8083332275390624,1.886630908203125,10.290278735351562,0.062317969507854176,0.01384843766841204,0.026365294791784455,1678123076.7013352
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.152457,2.04943662109375,0.7015010864257812,10.314220751953124,0.06990797861458001,0.030626352535911235,0.027031085064304263,1678123076.7116172
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.2523773,1.24498486328125,0.8714894042968749,11.851298217773437,0.046738477130890625,0.0587227020362472,-0.07057376888709982,1678123076.7213264
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.3540487,0.5865794067382812,1.7357962036132812,9.672574707031249,0.06937534639656416,0.03994741635118857,-0.019174759848570515,1678123076.731341
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.4527037,0.5339069702148437,1.4939818359375,8.588001354980468,0.018375811521546742,0.057391121491207585,0.015579492376963544,1678123076.7437744
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.5526087,-1.5394716674804687,2.327164013671875,10.465055456542968,0.041944787168748006,0.03715109720660537,0.014381069886427886,1678123076.751468
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.6521957,-0.9504980590820312,0.4644751220703125,10.189722265624999,0.026631610900792378,0.02862898171835181,0.02077265650261806,1678123076.7614048
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.752776,0.35673604736328124,1.39821376953125,9.373299499511718,-0.023702133701705222,0.02024002428460221,0.05632585705517589,1678123076.7713828
2.693266391812358,0.31709044286981225,0.10565158165991306,1678123078.8708203,1.22583125,2.971204260253906,9.267954626464844,0.009454221869781294,0.006791060779702058,0.004660531907638666,1678123076.781398
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123078.9523706,2.844311572265625,2.6910826660156246,7.874529260253905,-0.009986854087797143,0.00905474770626941,0.032490565298966705,1678123076.7912576
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.0528843,4.010287780761718,1.4532804077148436,9.153032946777342,-0.014514227940931847,0.03994741635118857,0.01251685712337242,1678123076.8013387
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.152348,5.6958057495117185,1.3527239379882812,5.125985754394531,-0.011717908796348646,0.06125270507182247,0.03302319751698255,1678123076.8114858
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.2525365,3.3877953491210935,-0.6967126831054687,7.809885815429687,-0.047004793239898555,0.08415589044650393,0.052464273474560986,1678123076.821307
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.3540204,2.231395947265625,1.5897499023437498,8.470685473632813,-0.02423476591972107,0.09427590258880504,-0.023702133701705222,1678123076.8313403
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.4522736,-0.29927520751953124,0.7613561279296874,6.89530078125,-0.004793689962142629,0.11198592383783197,-0.018642127630554665,1678123076.8478239
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.5523038,-3.6080619018554687,1.6807295654296874,8.228871105957031,-0.04713795129440252,0.08295746795596827,0.005725796343670361,1678123076.8513536
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.6532235,-5.992686755371094,2.195482922363281,8.2743609375,-0.024900556192240877,0.04940163822096987,0.01824265346704278,1678123076.8614466
4.023347651178483,0.5308953709900379,0.15797124709933996,1678123079.7524302,-6.981492041015625,2.0925322509765625,9.943119494628906,-0.05925533425426305,0.009853696033293181,-0.02090581455712202,1678123076.8713071
5.376832076755818,0.7706881449557841,0.19439340010285378,1678123079.873477,-7.398083129882812,1.6543933471679686,10.551246716308594,-0.0541953281831125,-0.04314320965928366,-0.02157160482964183,1678123076.8813791
5.376832076755818,0.7706881449557841,0.19439340010285378,1678123079.9524286,-3.318363500976562,0.5123591552734374,10.845733520507812,-0.05219795736555306,-0.09960222476896351,0.007456851052221866,1678123076.891416
5.376832076755818,0.7706881449557841,0.19439340010285378,1678123080.0524185,-2.272097375488281,-0.30406361083984373,11.346121667480467,-0.07483482663122659,-0.12783173232380343,0.04500742242233912,1678123076.9013193
5.376832076755818,0.7706881449557841,0.19439340010285378,1678123080.1525173,2.817975354003906,-1.7477672119140624,12.167332836914062,-0.06418218227090965,-0.13062805146838663,-0.051265850984025335,1678123076.9114125
