x,y,z,qw,qx,qy,qz,t
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1678122726.3352022
-0.0012926478622278688,0.0037215807115249413,4.326267171288237e-05,0.9999999913314522,-1.5450619289109292e-05,-1.1820373903792536e-05,0.00013022538944117162,1678122726.4340355
7.698947327714964e-05,0.007100873823850476,-0.0001687688858406748,0.9999999942141089,-4.140580817761817e-05,4.833080843302806e-05,8.67264323525774e-05,1678122726.5341518
0.005314619796400716,0.009375287723115036,-0.0005246549708592137,0.9999999962885426,-4.800481168804888e-05,2.317844347887732e-05,6.768465921090358e-05,1678122726.633421
0.00468945832247108,0.0024407744957251065,-0.00020691331749114782,0.9999999959860144,-5.452128153106836e-06,1.7549433565688943e-05,8.769414138331317e-05,1678122726.733389
0.0017118658961818851,0.003850592911667187,0.00048448455922132173,0.9999999920989368,-8.555383472556308e-06,1.3852895397681309e-05,0.00012464761958905858,1678122726.8332229
0.0017439935343787382,0.0017888377188232966,-0.00012980327582431017,0.9999999918019776,-4.126203501205584e-05,6.012049936332531e-06,0.00012106751889534603,1678122726.9340093
-0.00021378201347176714,0.006391886511470918,-0.00038631433199681314,0.9999999946910922,-3.477253830619852e-05,1.8270037982714982e-05,9.526222597141733e-05,1678122727.0331433
0.0047587123908961184,0.006893040084226712,2.4973630794347494e-06,0.9999999942013007,-2.0459204845906593e-05,1.2972811466394063e-05,0.00010493105298353192,1678122727.1331518
0.005273572917987289,0.009911102137743648,-0.00048599884321144735,0.999999995490211,-2.0239849485439152e-05,1.793040601039131e-05,9.104079974743043e-05,1678122727.2330787
0.0053594516739317675,0.006490959965735082,-0.0007933915279758368,0.999999990386407,-3.9211504931583274e-05,3.315618377808249e-05,0.0001288033837737304,1678122727.333362
0.0030705508645076218,0.011610427846778815,-0.0006558639333665551,0.9999999968417106,-3.5403192210693454e-05,2.6191494635785517e-05,6.616040146851509e-05,1678122727.433862
0.006016765150637869,0.006173681001259847,-8.343113025812359e-05,0.9999999934717848,-2.0678233718330795e-05,3.4565254267260315e-05,0.00010693027560187569,1678122727.5323193
0.006995089911558165,0.007525028897499405,-0.0007683531606177772,0.9999999969516332,-3.743592807073663e-05,3.6870932780597165e-05,5.7756552511206e-05,1678122727.632204
0.000507129387702341,0.007312140062815137,-1.8693568047996843e-05,0.9999999976203673,-1.6381296521249108e-05,-3.1517928711366494e-06,6.69401581816852e-05,1678122727.7333004
-0.0012076929555733728,0.010150619951614879,-0.0002863791045410359,0.9999999950072747,-3.1695055208698596e-05,2.7525765668334756e-05,9.06818977646484e-05,1678122727.8322744
-0.0010333749598242454,0.015784313090838678,-0.0007112785199101176,0.9999999951250785,-5.406380776860012e-05,2.185118647801687e-06,8.259644456643666e-05,1678122727.9322417
0.0016349696259561736,0.029101674054945223,-0.0005757285146161115,0.9999999916201967,-0.00012265791383825157,1.9488064970873964e-05,3.653571568213115e-05,1678122728.0325284
-0.0009804498661610114,0.023149983898636116,-0.0025191947342351503,0.999999998331488,-4.553439972229697e-05,3.430640506740801e-05,9.311986209485671e-06,1678122728.13323
0.002423039192245283,0.007980397262735662,-0.0006946358421535985,0.999999995349274,-3.4757217431858325e-05,2.1777136503198236e-05,8.728770880304276e-05,1678122728.23199
0.009511627538956248,-0.00013711168868555008,0.0003845662711610765,0.9999999922115232,-1.8039546857302392e-06,5.1268783009872365e-05,0.00011377702247004922,1678122728.332332
0.009710629722796384,0.015577441749851933,-0.0006874522666396761,0.999999995346077,-7.192927712347099e-05,4.3075553856186666e-05,4.7733865756128224e-05,1678122728.4320154
0.007602280653785517,0.019619763847622648,-0.0017960161989253143,0.9999999947259639,-6.907023876361142e-05,3.853203565229446e-05,6.551836367972482e-05,1678122728.5321698
5.493136623263388e-05,0.03128622037791223,-0.0012938992384229247,0.9999999951020286,-8.887787142295891e-05,1.0212428231848314e-05,-4.2336432035518224e-05,1678122728.6328096
-0.0013974881132141443,0.03931946441053104,-0.0022078790338986272,0.9999999904241635,-0.00012684516472477212,1.5838135815293697e-05,5.3020092854844884e-05,1678122728.732649
0.007205892226751562,0.026410095909862614,-0.0021335507072364535,0.999999994597125,-9.956583609711324e-05,2.9665204612450147e-05,3.517077964646491e-06,1678122728.8336763
0.004277476467122348,0.023287528227590906,-0.0014656916715994962,0.9999999959763394,-8.355279396312366e-05,2.699183609378153e-05,-1.8376409491592556e-05,1678122728.9334447
0.004094794290055182,0.01887620981482933,-0.0011991684374621872,0.9999999969806243,-7.031464375415772e-05,2.4983795747779425e-05,2.1688991241209905e-05,1678122729.031654
0.004675993700448127,0.01009836918678866,-6.234878223369052e-05,0.9999999969993586,-5.04815045731169e-05,2.1078567351784372e-05,5.48506540667707e-05,1678122729.1317213
0.005708308729812547,0.009787196957874347,-8.023591693144625e-05,0.9999999965559883,-4.7242721920960816e-05,2.047792719195307e-05,6.509073313089073e-05,1678122729.2316542
0.004338122899567763,0.015804291619393195,-0.001111423583585258,0.9999999971886314,-6.020102332465079e-05,2.29032855429967e-05,3.839288471940649e-05,1678122729.33281
0.004750406825394658,0.0200597475045064,-0.0014860752259754054,0.9999999965258503,-6.966030929035725e-05,1.3774199981719804e-05,4.365789572771394e-05,1678122729.4326725
0.00981790041916289,0.01042155617686885,-0.0002050661315929096,0.999999997643388,-5.8344457171299064e-05,-2.646254547378213e-06,3.608526101756285e-05,1678122729.5326655
0.006138077377848522,0.019287756496111183,-0.001569338661200313,0.9999999973945017,-6.452511997238997e-05,5.098700958883207e-06,3.1961053606955275e-05,1678122729.632137
0.006416237943121194,0.015583079477884131,-0.0004450257397581752,0.9999999955898787,-7.724205970906597e-05,2.6260669357514033e-05,4.6521865849659085e-05,1678122729.732312
0.00958519574496982,0.010598014746877618,-0.0012183675004787961,0.9999999945630115,-6.024259535410301e-05,2.1708703642486782e-05,8.230151293214736e-05,1678122729.835179
0.009578406596561246,0.006456979056226065,0.0004917229740139268,0.9999999925708941,-5.6131405309830845e-05,5.85023604047219e-05,9.102170595162806e-05,1678122729.9357617
0.010696061739291699,0.008024427870229202,-0.0006553816307927722,0.9999999944466876,-3.931697464694204e-05,2.221653809819646e-05,9.522198389962767e-05,1678122730.0379295
0.006710184004615039,0.0023646957829860267,-7.171170088011319e-05,0.999999994965905,-2.7697798958166315e-05,3.5401297169390666e-05,8.97093648936983e-05,1678122730.1391578
0.008538326899654076,0.004223507289096661,-0.000311041558712945,0.9999999916424833,-3.8507754360173823e-05,3.698583483868756e-05,0.00011774648254701199,1678122730.2409365
0.009990214065432317,0.006447868277699219,-0.0013862827879170636,0.9999999930955684,-4.0168535145312116e-05,2.0729695429544392e-05,0.00010846949703239894,1678122730.3429737
0.004154193708608614,0.009700940402023408,-0.0006080904784756668,0.9999999953893132,-3.4690725966634255e-05,8.874408981007775e-06,8.910203211668902e-05,1678122730.4450414
0.0057410390212566855,0.006309934434574984,-0.000396314138840942,0.9999999948412576,-4.123878964567286e-05,2.3053676247442034e-05,8.991871478625125e-05,1678122730.5362651
0.007799288186626701,0.007894380996403948,-0.0002815643477207437,0.9999999948490037,-3.1003876729808504e-05,3.8702692880421274e-05,8.855988712699379e-05,1678122730.6382756
0.00784698382402074,0.009130109127243153,-0.0007971513301032633,0.999999993713129,-4.0968229721335566e-05,2.5799381655033926e-05,0.00010114216880673611,1678122730.7411954
0.00410776364101334,0.018114420907904393,-0.0009075789814636361,0.9999999970964825,-5.0496138900028495e-05,3.05721828595118e-05,4.8192501412167e-05,1678122730.844311
0.0026611346119082085,0.021750543865115955,-0.0011527138860453923,0.9999999968425112,-6.516735806487908e-05,2.3155007396136185e-05,3.914127353706979e-05,1678122730.9371269
0.007428664950005032,0.020571961055190695,-0.002453278521759086,0.9999999973637635,-4.970403295479796e-05,1.4102390301862222e-05,5.1020627995714285e-05,1678122731.0413408
0.0032431129611617867,0.009921461811529681,-0.0016956262940019053,0.9999999927573457,-3.5987744305473984e-05,2.462721242713073e-05,0.00011217705530831528,1678122731.136975
0.0037568327268021127,0.003938000291589927,0.00012720631970266076,0.9999999937935663,-2.6499014130203997e-05,1.781035580195045e-05,0.00010674015769454412,1678122731.2400365
0.005044321518441858,0.007972574591665584,-0.000256076418832423,0.9999999951709424,-2.426707712432222e-05,3.2558584376563005e-05,8.949392412010258e-05,1678122731.3432362
0.005731961779316554,-0.0031398004797739045,-0.0001471082599808815,0.99999999027325,-1.58450856737514e-05,2.281694237238341e-05,0.00013668145539924977,1678122731.4369054
0.0027484832212188786,0.005833681846251531,-0.0003582648167909985,0.999999992600047,-3.379397621870967e-05,2.024005178624666e-05,0.00011510088384589402,1678122731.5402362
0.001243817336158035,0.009372739164675467,-0.0002655171819065627,0.9999999954065115,-3.399702929157192e-05,8.794465019335007e-06,8.918428279623588e-05,1678122731.645027
0.0034286569175893513,0.001977326504449971,0.00010530329825636083,0.9999999930618972,-1.2344244301477916e-05,1.95830736215985e-05,0.00011550034102272681,1678122731.737606
0.0034061698586613895,0.009303817728836067,-2.7508635533371245e-05,0.9999999977093704,-3.6653924329534045e-05,4.093281804207205e-05,3.952535840149546e-05,1678122731.841561
0.003920753693496207,0.02717994139779612,-0.0017615994591668367,0.9999999931473869,-0.00010336497463476918,2.042463362528224e-05,5.102688201307511e-05,1678122731.9368875
6.57770573551722e-05,0.018222296639707085,-0.0017191062396056495,0.9999999946049936,-5.962207309071647e-05,1.811502086157546e-05,8.310876744927534e-05,1678122732.039912
0.005945404755790192,0.030817861314053212,-0.00020438826416478532,0.9999999922165336,-0.00011844532107884454,3.847908980247894e-05,-7.549716756722669e-06,1678122732.1432524
0.008818562469062624,0.05206041983261898,-0.003553299585651133,0.9999999794457518,-0.0001840637763529833,-2.2835199876558576e-06,-8.499298594194799e-05,1678122732.2367885
0.0015642591212563176,0.04140273114250337,-0.0031492860791781513,0.9999999878530503,-0.0001413790005919108,4.3216848455429613e-07,-6.561776746339719e-05,1678122732.34184
-0.0028094227281629768,0.027977671025871682,-0.0020002789492221027,0.9999999956239416,-9.207146563566369e-05,1.0413900808914356e-05,1.2903980788048369e-05,1678122732.436821
0.006336036393888683,0.03176114155488344,-0.0014444054280975632,0.9999999913578395,-0.00011804811836301208,2.5749969187138788e-05,-5.182568375751308e-05,1678122732.5406632
0.0036692506991817565,0.03837691132021254,-0.002986117145412349,0.9999999920429793,-0.00012139389195676983,3.2347762726203655e-06,-3.416284943347184e-05,1678122732.6446877
0.002372447465714132,0.03792167376076677,-0.0029894938581917063,0.999999989167864,-0.00014654908529117904,1.2412828883645588e-05,-5.792992454363427e-06,1678122732.7368286
0.005004377286708021,0.028360112790855388,-0.0018370346645374103,0.9999999914186851,-0.00012756221266500004,1.1649229766597102e-05,-2.7473764990397644e-05,1678122732.8419604
0.00690778748489731,0.023686762368406895,-0.001111444237940469,0.9999999966302231,-7.875535858508699e-05,2.0691812324891146e-05,-1.0440149339370556e-05,1678122732.9366236
0.005749224655154312,0.022939710200394654,-0.0014626493585097214,0.9999999969230174,-7.680561402472915e-05,1.5937887504646753e-05,9.201933601530732e-07,1678122733.040641
0.002722471299922099,0.022800894481680854,-0.0017132664594117243,0.9999999944836947,-0.00010310053211886413,2.006216327032906e-05,6.324686329665277e-07,1678122733.145343
0.008239646264588119,0.02621333008927495,-0.0017130360011780765,0.9999999922157505,-0.00010788732297348787,3.9432303479802755e-05,4.872286733893333e-05,1678122733.2377598
0.007133127175953208,0.02472672308167598,-0.0013100931041234469,0.9999999944729788,-9.101808709823948e-05,1.9952681022061824e-05,-4.869949651486503e-05,1678122733.338871
0.007198782379298624,0.02585022739916517,-0.0013568527334065778,0.9999999959832299,-7.484446160375053e-05,3.1102382503256365e-05,3.826863171475512e-05,1678122733.4444406
0.008511787899323584,0.028517035042145252,-0.0010289439277509221,0.9999999948483618,-0.00010034185161624154,1.4127249336137737e-05,5.933792966994445e-06,1678122733.537121
0.009637383839979025,0.025029438479963268,-0.0013115811871317966,0.9999999932056362,-9.83501555766611e-05,2.5429458873960087e-05,5.717794430501857e-05,1678122733.6405709
0.007619041658244812,0.025938028980049016,-0.0012305056432602636,0.9999999898541989,-9.80642782957765e-05,2.9704839299204977e-05,-9.895767856091508e-05,1678122733.7453942
0.007066059357102795,0.0271022697042251,-0.0012509283937198181,0.9999999943175565,-9.708324476423823e-05,1.932166181095596e-05,-3.957782187062128e-05,1678122733.8379889
0.0065846487022004985,0.021347795180510776,-0.0013053806962921037,0.9999999941316797,-9.523443833774744e-05,2.6651982913183936e-05,4.423476812917091e-05,1678122733.9427075
